,景点名,所属区县,经度,维度,推荐值,纬度
105,云梦儒学大成殿,云梦县,113.76433033466226,,,31.017156389073925
106,云梦涢水国家湿地公园,云梦县,113.76433033466226,,,31.017156389073925
107,好石桥古城遗址,云梦县,113.71953776769602,,,31.12003821447255
108,三国赤壁古战场,赤壁市,113.63708794963375,,,29.885144827299236
109,陆水湖,赤壁市,113.91682315992611,,,29.66093903882541
110,三峡试验坝主题公园景区,赤壁市,113.8993223719865,,,29.698172959990874
111,玄素洞风景区,赤壁市,113.8813762041752,,,29.634685446557917
112,赤壁中华水浒城,赤壁市,113.6405761597584,,,29.87753286132134
113,赤壁圆通寺,赤壁市,113.75647212305653,,,29.54307973094688
114,江南明清石窗博物馆,赤壁市,113.90643686179263,,,29.73066599752579
115,赤壁观音寺,赤壁市,113.6405761597584,,,29.87753286132134
116,龙佑赤壁温泉度假区,赤壁市,113.6405761597584,,,29.87753286132134
117,鄂南秋收暴动指挥部旧址,赤壁市,113.90643686179263,,,29.73066599752579
118,赤壁摩崖石刻,赤壁市,113.6311357773266,,,29.8883336916409
119,黄袍山国家油茶产业示范园,通城县,113.82327703770885,,,29.278140730327426
120,黄龙山风景区,通城县,113.95097035743507,,,29.05118858888286
121,黄袍山,通城县,114.04395728447257,,,29.228831587051033
122,无名英雄墓,通城县,113.82356790903289,,,29.250857930222462
123,中共通城县苏维埃旧址,通城县,113.82356790903289,,,29.250857930222462
124,通城大溪国家湿地公园,通城县,114.04248999225305,,,29.366490047918276
125,药姑山遗址,通城县,113.70651268247451,,,29.33202742178544
126,割耳坡红军烈士纪念地,通城县,113.82356790903289,,,29.250857930222462
127,通城黄家祠堂,通城县,113.80028859124114,,,29.32609825241668
128,南虹桥,通城县,113.98191128069851,,,29.207869817607044
129,白水岩革命烈士纪念碑,通城县,113.90192045118161,,,29.070883513682542
130,隐水洞地质公园,通山县,114.62828696257945,,,29.65866197692748
131,九宫山,通山县,114.69694319505668,,,29.521476917434597
132,九宫山钦天瑞庆宫,通山县,114.69694319505668,,,29.521476917434597
133,王明璠府第,通山县,114.46056622730843,,,29.62945030181025
134,富水湖水利风景区,通山县,114.63923748640357,,,29.640809706062424
135,通山县博物馆,通山县,114.48939330026687,,,29.61263433805842
136,云中湖,通山县,114.68142676398794,,,29.40867776051504
137,节山大夫第,通山县,114.48939330026687,,,29.61263433805842
138,白泥谭氏宗祠,通山县,114.71055458963102,,,29.690024371934154
139,通山无量寿禅寺,通山县,114.68966449500338,,,29.414516417761444
140,通山圣庙,通山县,114.52971203628843,,,29.605362018801706
141,官桥八组,嘉鱼县,113.94557046335528,,,29.976353520898183
142,嘉鱼山湖温泉旅游景区,嘉鱼县,113.9122059594369,,,29.950127974903662
143,大岩湖,嘉鱼县,113.7574105828225,,,29.861770246694665
144,簰洲湾九八抗洪烈士陵园,嘉鱼县,113.94939169006163,,,30.222537164869056
145,吴王行祠,嘉鱼县,113.94557046335528,,,29.976353520898183
146,嘉鱼珍湖国家湿地公园,嘉鱼县,113.69077975977795,,,29.87424687784816
147,重修咸宁堤记碑及石枧堰,嘉鱼县,113.94557046335528,,,29.976353520898183
148,柃蜜小镇·白崖山景区,崇阳县,114.11031196840342,,,29.358273024657528
149,桂花森林公园,崇阳县,113.89772365767092,,,29.562685525355914
150,青山大泉洞,崇阳县,114.08813900367743,,,29.382278010010427
151,三特浪口温泉养生度假区,崇阳县,114.09314013994147,,,29.58703905885548
152,王世杰故居,崇阳县,114.16620399823249,,,29.56353397808252
153,寿昌县苏维埃政府旧址,崇阳县,114.04656290943393,,,29.561333782271227
154,米应生故居,崇阳县,114.09883377992293,,,29.593466170270617
155,陈寿昌烈士墓,崇阳县,114.10298673612473,,,29.34685480308665
156,崇阳青山国家湿地公园,崇阳县,114.03527399392433,,,29.427323008746306
157,刘景韶墓,崇阳县,114.04656290943393,,,29.561333782271227
158,青山崖洞堰,崇阳县,114.04656290943393,,,29.561333782271227
159,黄蓬山,松滋,111.773580312637,,,30.17534223514285
160,苦竹寺,松滋,111.71489518146731,,,30.01583960777137
161,洈水国家森林公园,松滋,111.56595108346015,,,29.977322718904674
162,松滋大悲寺,松滋,111.77980170710745,,,30.164530172069448
163,贺炳炎广场,松滋,111.49906982675937,,,30.065344323115454
164,松滋灵鹫寺,松滋,111.56597857160875,,,29.97744582326146
165,九岭岗起义指挥部旧址,松滋,111.58515192852512,,,30.005249326679436
166,九岭岗起义纪念碑,松滋,111.58515192852512,,,30.005249326679436
167,南岳山森林公园,石首市,112.4320389558672,,,29.73029968089411
168,红军树革命烈士纪念园,石首市,112.74415888825853,,,29.693477577350333
169,湘鄂西赤色军政干部学校旧址,石首市,112.43141984370993,,,29.72703397740694
170,石首东岳寺,石首市,112.40902391955642,,,29.73535782014672
171,石首三菱湖国家湿地公园,石首市,112.72158590808905,,,29.69602310713988
172,石首走马岭遗址,石首市,112.43141984370993,,,29.72703397740694
173,石首龙泉寺,石首市,112.7509015694142,,,29.6906029343694
174,二圣寺,石首市,112.52188603565669,,,29.745344130637868
175,陈浩岗遗址,石首市,112.43141984370993,,,29.72703397740694
176,护国仙山祖师庙,监利市,113.02027410700798,,,29.810233314217342
177,湘鄂西革命根据地旧址群,监利市,112.99276207789845,,,30.036623500903197
178,离湖,监利市,112.91142023009189,,,29.845735162836444
179,柳关烈士陵园,监利市,113.14557304805105,,,29.943977017875955
180,监利县革命历史博物馆,监利市,112.91142023009189,,,29.845735162836444
181,剅口红军烈士陵园,监利市,113.04577297248382,,,30.007006295268262
182,监利博物馆,监利市,112.89202249040747,,,29.81719571552179
183,白螺机场,监利市,113.20941457783513,,,29.554353451779594
184,洪湖军事政治学校旧址,监利市,112.91142023009189,,,29.845735162836444
185,红六军建军纪念碑,监利市,112.71134693205916,,,29.975684180545894
186,柳直荀烈士纪念园,监利市,112.98880414382148,,,30.040252587419992
187,洪湖红色湘鄂西旅游区,洪湖市,113.46227599066933,,,29.803632004474405
188,洪湖蓝田生态旅游风景区,洪湖市,113.22037040166175,,,29.930611018972943
189,悦兮半岛温泉旅游区,洪湖市,113.60201486863596,,,29.91595448592532
190,湘鄂西苏区革命烈士陵园,洪湖市,113.46104342567948,,,29.79918677434034
191,洪湖,洪湖市,113.35501633654125,,,29.864829652359575
192,戴家场秋收暴动纪念地及纪念碑,洪湖市,113.24260868769412,,,30.030408329562373
193,瞿家湾湘鄂西革命根据地旧址群,洪湖市,113.20006573273477,,,29.971383884707265
194,乌林矶遗址,洪湖市,113.60795796805746,,,29.92028662791797
195,北闸国家水利风景区,公安县,112.14769787786918,,,30.2883423002379
196,报慈寺,公安县,112.12607223655608,,,29.78376039204841
197,红四、六军会师旧址--南平文庙,公安县,112.09461770981238,,,29.916670953352956
198,崇湖国家湿地公园,公安县,112.30864645342967,,,29.923516378540963
199,荆和烈士陵园,公安县,112.3027074105683,,,30.002417437809008
200,袁宗道、袁中道合葬墓,公安县,112.23650157583852,,,30.064400686806085
201,公安县向群中学,公安县,112.08899791054382,,,29.908607948744475
202,荆江铁牛,江陵县,112.43297895698089,,,30.01281897809902
203,沙岗湘鄂西革命根据地早期旧址群,江陵县,112.6488195828825,,,30.06874363585202
204,镇安寺铁牛,江陵县,112.40725903294141,,,30.04396727917181
205,江陵抗战纪念园,江陵县,112.43145201727503,,,30.048042984592485
206,楚纪南故城,江陵县,112.43145201727503,,,30.048042984592485
207,江陵宝梵寺,江陵县,112.43145201727503,,,30.048042984592485
208,荆州八宝山,江陵县,112.43145201727503,,,30.048042984592485
209,江陵盆景园,江陵县,112.57655261138522,,,30.13615578923628
210,沙岗红军街,江陵县,112.64559700169599,,,30.067836445107552
211,洈水旅游风景区,松滋,111.58245798618385,,,29.970130935799414
212,神农溪,巴东县,110.33616474576482,,,31.044339272571708
213,链子溪原生态文化旅游区,巴东县,110.30479870210347,,,31.01196525174908
214,巴人河景区,巴东县,110.32479749801101,,,30.895122916327832
215,巴东金丝猴保护区,巴东县,110.33756152100229,,,30.623183837200987
216,无源洞,巴东县,110.43197585552585,,,31.031526624596793
217,寇准文化公园,巴东县,110.34118950746543,,,31.15640906324021
218,邓玉麟将军故居,巴东县,110.34757529184422,,,31.048064248959722
219,明月峡古栈道,巴东县,110.34757529184422,,,31.048064248959722
220,恩施清江蝴蝶崖风景区,巴东县,110.34757529184422,,,31.048064248959722
221,杨梅古寨景区,来凤县,109.3092507091684,,,29.62557134714746
222,仙佛寺,来凤县,109.467669221395,,,29.560910215065835
223,卯洞,来凤县,109.413494841531,,,29.499443572607333
224,龙嘴峡,来凤县,109.36506252031543,,,29.40029779976329
225,铁匠沟,来凤县,109.28112503315194,,,29.582947699962766
226,仙佛寺石窟,来凤县,109.467669221395,,,29.560910215065835
227,茶堰坪摆手堂,来凤县,109.25722597438906,,,29.191194044604906
228,舍米煳摆手堂,来凤县,109.41161702369357,,,29.51303203202673
229,板沙界起义遗址,来凤县,109.27419316885593,,,29.476468161792457
230,石门河景区,建始县,110.07870122388894,,,30.662575790647008
231,恩施黄鹤桥野三河,建始县,110.00744098337671,,,30.437234791749365
232,建始朝阳观,建始县,109.7265672605886,,,30.602021087461168
233,田家坝,建始县,110.08842502171224,,,30.50833679812781
234,水上恩施野三峡,建始县,110.00744098337671,,,30.437234791749365
235,黄鹤桥峰林,建始县,109.99745577056524,,,30.39931715402886
236,石柱观,建始县,109.95902519096654,,,30.72162773359947
237,巨猿化石洞,建始县,109.72855610898769,,,30.60790702631939
238,花果坪化石产地,建始县,110.00779635303645,,,30.45216615642725
239,建始直立人遗址,建始县,110.08635622412277,,,30.657602977418016
240,湘鄂边苏区鹤峰革命烈士陵园,鹤峰县,110.04566539650588,,,29.8923514278899
241,容美土司遗址,鹤峰县,110.08117756923681,,,29.935573090199487
242,木林子国家级自然保护区,鹤峰县,110.21266768052516,,,30.091449031665743
243,官坟园石碑及九峰桥,鹤峰县,110.06498687813726,,,29.908141474691057
244,鹤峰县博物馆,鹤峰县,110.04235747629703,,,29.891464056517876
245,红二军团总指挥部旧址,鹤峰县,110.43414587857822,,,29.83108998928368
246,土王城遗址,鹤峰县,110.04042423300965,,,29.89611648340303
247,工农革命军第四军军部旧址,鹤峰县,110.04042423300965,,,29.89611648340303
248,贺英殉难处,鹤峰县,110.04042423300965,,,29.89611648340303
249,鹤峰李家祠堂,鹤峰县,110.04664652578354,,,29.984455243707888
250,五里坪革命旧址,鹤峰县,110.04042423300965,,,29.89611648340303
251,鹤峰县苏维埃政府旧址,鹤峰县,110.04042423300965,,,29.89611648340303
252,鹤峰贺龙旧居,鹤峰县,110.04042423300965,,,29.89611648340303
253,恩施唐崖河旅游风景区,咸丰,109.09393496324739,,,29.955060978541585
254,坪坝营生态旅游区,咸丰,108.98680394646831,,,29.511804480117913
255,唐崖土司江山黄金洞,咸丰,109.09358498342083,,,29.957229459878334
256,小南海,咸丰,109.14660773562142,,,29.671077652357877
257,唐崖土司城址,咸丰,109.01905302443532,,,29.694881023028774
258,二仙岩湿地自然保护区,咸丰,108.79707535502399,,,29.716797947624805
259,星斗山,咸丰,109.14660773562142,,,29.671077652357877
260,春秋寨旅游区,南漳县,111.89047222729234,,,31.374570606840685
261,香水河,南漳县,111.71307386704582,,,31.61688476170785
262,水镜庄,南漳县,111.84442203261213,,,31.76933194401053
263,龙王峡漂流,南漳县,111.74719914591162,,,31.41974245575677
264,三道河水镜湖,南漳县,111.80455002390735,,,31.779917929670223
265,徐庶庙,南漳县,111.85711167590718,,,31.784148144601694
266,古山寨,南漳县,111.84538618391599,,,31.78112970677853
267,南漳山寨群,南漳县,111.90394186926169,,,31.81227403354537
268,鱼泉河,南漳县,111.69723305785233,,,31.78484328820894
269,翡翠峡,南漳县,111.65009896774379,,,31.781247959895122
270,五道峡,保康县,111.23425798615075,,,31.73011193135797
271,尧治河旅游区,保康县,110.81569495920142,,,31.847917382460157
272,保康黄龙观景区,保康县,110.89122816953294,,,31.784464447491256
273,紫薇林,保康县,111.27529321066041,,,31.872445714452724
274,汤池峡温泉,保康县,111.19885594566364,,,31.84409279056072
275,野花谷,保康县,111.26744121202825,,,31.883847150262206
276,九道河,保康县,111.26744121202825,,,31.883847150262206
277,九路寨,保康县,111.15682468000452,,,31.50295120428357
278,九道河漂流,保康县,111.26744121202825,,,31.883847150262206
279,官山森林公园,保康县,110.98094265945885,,,31.682812220162166
280,白水寺风景区,枣阳市,112.7620579991982,,,31.98050998648876
281,无量台风景区,枣阳市,112.77519499863722,,,32.02675103747125
282,唐梓山,枣阳市,112.79802201961236,,,32.3392880944287
283,白竹园寺国家森林公园,枣阳市,113.1179966456555,,,32.39043154089212
284,青龙山熊河风景区,枣阳市,112.67231099061283,,,31.934967970945845
285,白竹园寺,枣阳市,113.10970501630673,,,32.39416616495565
286,雕龙碑遗址,枣阳市,112.94548668433318,,,32.27357947940076
287,九连墩楚墓风景区,枣阳市,112.77847075950989,,,32.13472991431875
288,枣阳市革命烈士陵园,枣阳市,112.76591137051379,,,32.105381283664165
289,枣阳云峰寺,枣阳市,112.77847075950989,,,32.13472991431875
290,张自忠将军纪念园景区,宜城市,112.2646114416873,,,31.725469730972
291,宜城市博物馆,宜城市,112.26727428871051,,,31.7265399479491
292,张自忠纪念馆,宜城市,112.26202198622423,,,31.713597916519237
293,长渠,宜城市,112.30297977679892,,,31.635866078265106
294,鄂豫边区革命纪念馆,宜城市,112.2646114416873,,,31.725469730972
295,郭家岗遗址,宜城市,112.19018503357461,,,31.676618303718495
296,宜城万洋洲国家湿地公园,宜城市,112.26710343100252,,,31.729632357994266
297,宜城松林寺,宜城市,112.71978742495122,,,31.64444357588048
298,长北山森林公园,宜城市,112.2646114416873,,,31.725469730972
299,宜城朝阳寺,宜城市,112.6648675413266,,,31.652434943338562
300,李宗仁长官司令部旧址（老河口市博物馆）,老河口市,111.68740101421507,,,32.39494810141963
301,清泉沟,老河口市,111.6815563690755,,,32.39245958527059
302,袁书堂教育基地,老河口市,111.74684108133535,,,32.52928870373399
303,李宗仁纪念馆,老河口市,111.6815563690755,,,32.39245958527059
304,霸王坟墓群,老河口市,111.75026182871734,,,32.26796334255928
305,五座坟古墓群,老河口市,111.79458125817146,,,32.349046716712614
306,老河口西排子湖国家湿地公园,老河口市,111.6815563690755,,,32.39245958527059
307,光化黉学,老河口市,111.69036793765342,,,32.39891194689274
308,三线火箭炮总装厂旧址,老河口市,111.6815563690755,,,32.39245958527059
309,墓子岗遗址,老河口市,111.6815563690755,,,32.39245958527059
310,汉家刘氏茶园旅游景区,谷城县,111.65962495869378,,,32.26870203473087
311,南河小三峡,谷城县,111.4854286084376,,,32.161055981327806
312,堰河乡村,谷城县,111.33587709018656,,,32.30445142812374
313,薤山旅游度假区,谷城县,111.65957564172129,,,32.268983068947186
314,南河风景区,谷城县,111.51694260301645,,,32.17691550864324
315,茨河承恩寺,谷城县,111.80793304245792,,,31.99300702837308
316,谷城汉江国家湿地公园,谷城县,111.66841299166735,,,32.28068009049046
317,三神殿,谷城县,111.66181772244364,,,32.266691797765766
318,杨洪胜烈士墓,谷城县,111.65957564172129,,,32.268983068947186
319,鄂北手纺织训练所旧址,谷城县,111.65957564172129,,,32.268983068947186
320,古隆中,襄阳市,112.13223202139552,,,32.05770501612148
321,襄阳古城,襄阳市,112.15421167078313,,,32.02881789846766
322,襄阳唐城景区（襄阳唐城影视基地）,襄阳市,112.18905748049848,,,31.994824618615542
323,习家池,襄阳市,112.17101501433058,,,31.985788981102473
324,无量台风景区,襄阳市,112.77519499863722,,,32.02675103747125
325,尧治河旅游区,襄阳市,110.81569495920142,,,31.847917382460157
326,三峡湿地·杨守敬书院,宜都市,111.33680521943946,,,30.385719594572723
327,清江天龙湾风景区,宜都市,111.32526720380821,,,30.50468734547515
328,古潮音洞,宜都市,111.30860552303967,,,30.290278951358765
329,宋山森林公园,宜都市,111.35825513806782,,,30.446252544683375
330,奥陶纪石林,宜都市,111.20021598020574,,,30.212057099607062
331,潘家湾土家民俗博物馆,宜都市,111.456515837124,,,30.38440427431352
332,世界鲟鱼博览园,宜都市,111.456515837124,,,30.38440427431352
333,贺学文烈士墓,宜都市,111.456515837124,,,30.38440427431352
334,杨守敬故居,宜都市,111.46135326119898,,,30.388068954129547
335,屈原故里文化旅游区,秭归县,110.83621180789656,,,30.935663435145823
336,九畹溪风景区,秭归县,110.79365620131126,,,30.846766173457766
337,三峡竹海生态风景区,秭归县,110.94369675708195,,,30.755879709028182
338,链子崖风景区,秭归县,110.80131946595579,,,30.942645610531674
339,五龙温泉风景区,秭归县,110.6534252315401,,,30.808081716562018
340,步步升文化旅游区,枝江市,111.75915262784125,,,30.496406644797055
341,枝江沙浪奇观,枝江市,111.72228661886452,,,30.409600901659154
342,枝江博物馆,枝江市,111.74335438608502,,,30.430188360506094
343,百里荒高山草原,枝江市,111.83409538196108,,,30.389672690998534
344,鸣凤山风景区,远安县,111.62616837844962,,,31.040213464507072
345,嫘祖文化园,远安县,111.42201452757173,,,31.18633051169551
346,灵龙峡景区,远安县,111.64653035927485,,,31.06662784157842
347,远安回龙湾风景区,远安县,111.56360104035745,,,31.215929874383107
348,西河大峡谷景区,远安县,111.3652579685014,,,31.145163652082598
349,长阳清江画廊,长阳县,111.24747789918835,,,30.53483582856785
350,长阳天柱山旅游区,长阳县,110.98711895899271,,,30.49703903921759
351,麻池古寨,长阳县,110.82503796531904,,,30.387482958625338
352,丹水漂流,长阳县,110.96507768584713,,,30.623914765690184
353,三峡大坝-屈原故里旅游区,当阳市,111.79456850223322,,,30.82698905028075
354,三峡人家,当阳市,111.79456850223322,,,30.82698905028075
355,长阳清江画廊,当阳市,111.79456850223322,,,30.82698905028075
356,西陵峡口风景区,当阳市,111.79456850223322,,,30.82698905028075
357,三游洞,当阳市,111.79456850223322,,,30.82698905028075
358,当阳玉泉寺,当阳市,111.6931170220056,,,30.793039818320516
359,柴埠溪峡谷,当阳市,111.79456850223322,,,30.82698905028075
360,三峡湿地·杨守敬书院,当阳市,111.88324508997292,,,30.761145782792013
361,百里荒高山草原,当阳市,111.79456850223322,,,30.82698905028075
362,九畹溪风景区,当阳市,111.79456850223322,,,30.82698905028075
363,晓峰风景区（野人谷）,当阳市,111.79456850223322,,,30.82698905028075
364,宜昌车溪民俗旅游区,当阳市,111.79456850223322,,,30.82698905028075
365,金狮洞,当阳市,111.79456850223322,,,30.82698905028075
366,鸣凤山风景区,当阳市,111.79456850223322,,,30.82698905028075
367,三峡大瀑布景区,当阳市,111.88324508997292,,,30.761145782792013
368,朝天吼漂流,当阳市,111.79456850223322,,,30.82698905028075
369,五峰后河天门峡景区,当阳市,111.79456850223322,,,30.82698905028075
370,朝天吼漂流,兴山县,110.93238601274471,,,31.203646307447176
371,昭君村古汉文化游览区,兴山县,110.73972104018668,,,31.263529899293935
372,昭君故里,兴山县,110.7635939582671,,,31.35621991895563
373,柴埠溪峡谷,五峰自治县,110.95801898081083,,,30.221109081851807
374,五峰后河天门峡景区,五峰自治县,110.63221803506053,,,30.084191234141635
375,武当山,丹江口市,111.09366580773403,,,32.516908070866755
376,丹江口水库风景名胜区,丹江口市,111.5195320584795,,,32.54625268850125
377,静乐宫,丹江口市,111.55181751783032,,,32.56351652177321
378,武当山南神道,丹江口市,111.09366580773403,,,32.516908070866755
379,武当山太极湖,丹江口市,111.1606808360672,,,32.51731361129064
380,武当山建筑群,丹江口市,111.09366580773403,,,32.516908070866755
381,武当山快乐谷旅游区,丹江口市,111.15088427549759,,,32.50366275072598
382,松涛山庄AAA,丹江口市,111.53665699539953,,,32.576771111140474
383,金蟾峡,丹江口市,111.17369000663216,,,32.38300504707343
384,丹江口市博物馆,丹江口市,111.49424529735693,,,32.54500898847679
385,武当峡谷漂流,丹江口市,111.2828900006972,,,32.37849108534907
386,沧浪海旅游区,丹江口市,111.48366846862135,,,32.56331849770163
387,白杨坪生态旅游景区,丹江口市,111.15182354373881,,,32.374049626089345
388,吕家河民歌村,丹江口市,110.89786529979342,,,32.38108313072354
389,狮子岩度假村,丹江口市,111.46820925960849,,,32.48384544311184
390,女娲山风景区,竹山县,109.99501885546253,,,32.29311179139888
391,九华山森林公园,竹山县,110.1837889549904,,,32.08226784695356
392,观音沟生态文化旅游区,竹山县,110.25288823176783,,,32.33828159812464
393,秦巴民众风情苑,竹山县,110.09822688228437,,,32.0046390998517
